prodName,category,description
법쩐 : 하 - 김원석 극본,영화/드라마,&lt;법쩐&gt; 대본집은 각화 대본은 물론 각화 대본 뒤에 명장면을 수록해 쫄깃한 구성미를 연출했다. 특히 하권 구성에는 대본을 집필한 김원석 작가의 드라마를 마치는 후기를 수록해 작가가 이 드라마를 준비하면서 가졌던 처음 생각과 끝 생각을 엿볼 수 있는 코너를 준비했다.
법쩐 : 상 - 김원석 극본,영화/드라마,전 채널 동시간대 시청률 1위에 오르는 기염을 토하고 결국 정의로운 우리 편이 승리하는 이야기로 막을 내린 드라마 &lt;법쩐&gt;의 대본집이다. &lt;법쩐&gt;은 ‘법’과 ‘쩐’의 카르텔에 맞서 싸우는 ‘돈 장사꾼’ 은용과 ‘법률 기술자’ 준경의 통쾌한 복수극이다.
빛과 영원의 시계방,과학소설(SF),"순수 문학과 SF의 장르를 초월, 오직 천재성만으로 두 독자 군의 인정을 모두 얻은 작가 김희선. 젊은작가상과 이상문학상 등 영향력 있는 상을 수상하며 문학성을 증명했을 뿐 아니라 SF 마니아들에게도 뜨거운 관심을 받았던 그가 시간을 초월하는 영원과 사랑에 대한 세 번째 단편집으로 돌아왔다."
디테일의 발견 - 고객을 사로잡은 101가지 한 끗,기업 경영,"기록광으로 소문난 생각노트는 기획안을 쓰거나 회의를 준비할 때 꺼내 보는 비밀 폴더가 있다. 평소에 ""오 이거 좋은데?""라는 생각이 들었던 아이디어를 모아둔 사진첩이다. 생각의 전환이 필요할 때 이 폴더를 열어서 발견 당시 느꼈던 신선한 감동을 떠올리며 기획과 발표에 참신함을 더한다. 생각노트는 비밀 폴더에서 독자들과 나누고 싶은 101가지를 선별해 신간 《디테일의 발견》에 담았다."
"젊게, 오래 살려면 폐를 지켜라 - 한 권으로 끝내는 호흡기 사용설명서",질병치료와 예방,"폐로 인한 질병뿐만 아니라 폐에 좋은 식품들, 영양제, 염증을 줄이는 운동법, 효과적인 호흡법 등 호흡기에 관한 모든 것이 한 권에 담겨 있다. 저자는 의학 지식이 없어도 쉽게 이해할 수 있을 만큼 경쾌하게 설명한다."
공생을 향하여 - 자이니치와 함께 걸어온 반세기,사회학,"여기, 늦게나마 알아야 할 이름들이 가득 담긴 책이 출간되었다. 지난 반세기에 걸친 자이니치 투쟁사와 각각의 현장을 뜨겁고 날카롭게 증언하는 《공생을 향하여》다."
이런 공부법은 처음이야 - 내 인생 최고의 공부는 오늘부터 시작된다,학습법,빛의 속도로 클릭해야 수강 신청에 성공할 수 있는 서울대학교 ‘광클 수업’의 주인공 신종호 교육학과 교수의 십 대를 위한 공부법의 정수를 담은 『이런 공부법은 처음이야』가 출간되었다.
한밤중의 아이,일본소설,"『냉정과 열정 사이』, 『사랑 후에 오는 것들』 등으로 국내 많은 독자들에게 사랑받은 츠지 히토나리의 신작 장편 소설이다. 이 소설은 호적이 없는 한 아이의 삶을 그려 낸다. 유흥가에서 태어난 아이의 어린 시절부터 성인이 될 때까지의 이야기가 펼쳐진다."
저는 많이 보고 있어요,시,"2012년 동아일보로 등단해 2017년 첫 시집 『온』을 출간한 뒤 가장 뛰어난 첫 시집에 수여하는 김준성문학상을 수상하고 2019년에는 현대문학상을 잇달아 수상하며 평단과 독자들의 기대와 신뢰를 한몸에 받아온 안미옥 시인, 그의 세번째 시집을 문학동네시인선 187번으로 출간한다."
천만 유튜버 쌍둥이 루지 1,TV/만화/영화,쌍둥이 루지네 가족의 평범한 일상을 그리고 있다. 젤리와 떡볶이도 좋아하지만 된장에 찍어 먹는 고추도 좋아하는 쌍둥이 루지의 매력에 한번 빠지면 헤어 나올 수 없다. 쌍둥이 루지의 우당탕탕 일상 속으로 들어가 보자.
존 맥스웰 리더십 불변의 법칙 - 25주년 특별개정판,리더십,전 세계에서 400만 부 이상 판매된 ‘역사상 가장 많이 팔린 리더십 책’! 전설적인 고전 《존 맥스웰 리더십 불변의 법칙》이 출간 25주년을 맞이하여 특별개정판으로 찾아왔다. 25년이라는 긴 시간 동안 리더십 분야의 독보적인 밀리언셀러 자리를 지켜왔던 이 책은 존 맥스웰의 50년 리더십 연구의 완결판이자 그가 평생 발전시키고 직접 실천해왔던 리더십 노하우를 응집한 대표작이다.
나는 자본금 0원으로 창업했다,창업/취업/은퇴,"어려운 상황에서 정부지원금을 최대한 활용해서 창업하고, 운영할 수 있는 핵심 비법을 담았다. 아버지의 조경사업을 물려받아 운영한 경험이 있는 지은이는 운영하면서 제대로 필요한 도움을 받지 못했다. 그래서 직접 부딪혀 필요한 것을 배우고, 배운 것을 현장에 적용하면서 쌓은 노하우를 정리해 책으로 펴냈다."
도둑맞은 자전거,중국소설,현대 대만 문단을 대표하는 대만 국민작가 우밍이의 국내 첫 장편소설. 주인공 ‘청’이 자전거라는 매개체를 통해 아버지의 과거를 추적하는 이야기를 펼쳐 보인다.
비욘드 더 크라이시스 Beyond The Crisis - 보이지 않는 손이 그린 침체와 회복의 곡선들,경제학/경제일반,"매 페이지마다 수록한 그래프들을 통해 어느덧 일상이 되어버린 경제위기의 실체를 알기 쉽게 설명한다. 그래프의 곡선에 담긴 해설을 따라가다 보면, 인플레이션과 금리, 달러와 환율이 어떤 메커니즘으로 어떻게 변모해 가는지 알게 된다."
편견 없는 뇌 - 유전적 차이를 뛰어넘는 뇌 성장의 비밀,뇌과학,"두개학과 호르몬 연구, 심리학, 뇌영상 기술에 이르기까지 기존 연구의 문제점을 낱낱이 파헤쳐 인간의 뇌는 어느 한쪽만 우월하거나 열등하지 않음을 밝혀낸다. 더불어 최근 연구를 통해 드러난 신경가소성이란 능력에 집중해 인간이 가진 놀라운 성장과 발전 가능성을 알기 쉽게 전한다."
[세트] 처음 읽는 삼국지 1~3 세트 - 전3권,동화/명작/고전,null
옷이 당신에게 말을 걸다 (DRESS TO ADDRESS),교양 인문학,각양각색의 옷을 화려한 자극적 꾸밈의 수단으로 다루지 않고 다양한 체험적 각성과 인문학적 사유를 통해 진정한 자기다움을 발견하는 가꾸기의 전략을 담고 있다.
세계환경 인문학 - 인류의 지혜를 찾아 떠나는 인문학 대모험!,과학/수학/컴퓨터,"아이의 국제적 시야를 넓혀주는 세계 환경 학습 만화. 우리가 발을 딛고 살아가는 환경을 통해 범지구적인 문제의식을 기를 수 있도록 구성되어 있다. 이 책을 통해 환경에 대한 올바른 지식과 자세는 물론, 필수 학습 내용부터 최신 교양까지 폭넓게 배울 수 있을 것이다."
제철 맞은 장날입니다 - 전국 오일장에 담긴 맛있는 사계절,국내 여행에세이,"제철 맞은 시장의 풍경과 먹거리를 동시 조명한 김진영의 장날 시리즈의 세 번째 오일장 이야기이자 마지막인 『제철 맞은 장날입니다』는 전작에 다 담지 못한 지역들을 더하고, 불빛이 점차 사그라드는 작은 지방 장터에서 찾아낸 맛까지 골고루 담았다."
집에서 놀아요! - 창의력을 키우는 22가지 실내 놀이,문화/예술/인물,다양한 만들기와 멋진 아이디어로 어린이 독자들의 상상력과 창의력을 키워 주는 논픽션 그림책이다. 특별한 재료가 아닌 주변에서 쉽게 구할 수 있는 재료로 즐겁게 따라만 하면 된다. 만드는 재미에 노는 재미와 보는 재미는 물론 선물하는 기쁨까지 누려 보자.
내 몸은 거꾸로 간다 - 마흔에 시작한 운동은 어떻게 행복이 되었나,힐링,"만날 골골대던 직장인 여성이 마흔 넘어 빠져든 온갖 운동 덕분에 회춘한 이야기다. 운동 경험담은 극사실주의적으로 웃기고 짠하다 진지하다. 초보자 시절의 어색함과 난감함, 40대 워킹맘의 짠내 나는 하루, 이제는 운동 마니아로서 하나라도 더 가르쳐주려는 열정이 가감 없이 묘사된다."
"우린 너무 몰랐다 - 해방, 제주4·3과 여순민중항쟁, 증보개정판",한국근현대사,"이 시대의 사상가 도올 김용옥 선생이 피와 눈물로 쓴 한국현대사이다. 우리 역사의 가장 중요한 계기가 되는 8.15 해방시기의 정치상황과 제주4.3항쟁, 여수 순천의 민중항쟁으로 이어지는 격동기의 그 참혹한 역사에 대한 것이다."
저희는 이 행성을 떠납니다 - 제3회 틴 스토리킹 수상작,청소년 문학,"전국의 중고등학생 청소년 100명이 직접 뽑은 문학상, 제3회 틴 스토리킹 수상작이다. 제3회 창비x카카오페이지 영어덜트 소설상을 수상한 바 있는 최정원의 작품으로, 길 잃은 외계인 아기의 집을 찾아 주기 위해 나선 원호와 나래의 하루 간의 모험을 담은 소설이다."
그림책 보는 기쁨,아동 문학론,"평론서 &lt;그림책 보는 기쁨&gt;은 그림책이 어린이와 어른이 함께 즐길 수 있는 복제예술의 한 장르라는 관점에서, 각 그림책을 스토리나 내용적 의미뿐 아니라 시각적 가치와 만듦새, 북 디자인 등에 초점을 맞추어 소개한다."
난생처음 시골살이 - 마당 있는 집에서 살고 싶었어,한국에세이,"리틀 포레스트, 러스틱 라이프, 오도이촌 같은 말이 여기저기서 심심찮게 들려온다. 한적한 공간, 문을 열면 바로 만날 수 있는 자연, 얽매이지 않는 자유로운 생활을 원하는 사람이 그만큼 많다는 뜻이겠다. 그런데 여기, 조금은 엉뚱한 이유로 시골행을 택한 부부가 있다. 그들이 시골로 향한 이유는…… 다름 아닌 ‘집’이었다."
조화로운 삶 - 헬렌과 스콧 니어링이 버몬트 숲속에서 산 스무 해의 기록,인문 에세이,"스콧 니어링 40주기를 맞아 &lt;조화로운 삶&gt;이 고침판으로 출간되었다. 헬렌 니어링과 스콧 니어링은, 서구 문명이 그 누구에게도 안전한 삶을 보장해 주지 못한다고 생각해 뉴욕을 떠나 버몬트 시골 마을로 들어간다. 이 책은 삶의 목표를 이루기 위해 땀 흘려 일해서 먹고살고자 한 두 사람이 버몬트에서 지낸 스무 해를 낱낱이 기록한 책이다."
인생 보드게임 - 재미가 배움이 되는 시간,교육/학습,"‘재미뿐만 아니라 교육적 효과와 심리 치유 기능도 뛰어난 보드게임, 누군가 믿을 만한 사람이 추천해주면 얼마나 좋을까?’ ‘너무 어렵지 않으면 좋겠어.’ ‘우리 아이 발달단계에 도움을 주면 더 좋을 텐데….’ 이런 부모와 교사들의 바람과 기대를 모두 담아 책으로 출간했다."
GPT 제너레이션 - 챗GPT가 바꿀 우리 인류의 미래,마케팅/세일즈,"저자 이시한 교수는 이제 막 상업화, 대중화되기 시작한 ‘GPT’라는 메가 트렌드가 어떻게 사회 구조와 시스템, 라이프스타일, 문화를 바꿀 것인가를 이 책을 통해 상세히 소개하며, 독자들에게 실질적인 정보와 개인에게 끼치게 될 영향, 전문가의 내공을 바탕으로 한 다양한 인사이트를 제공한다."
"안녕, 재피 (Hi JP, Bye JP) - 방송노동자 이재학 피디와 방송현장 이야기",사회운동,"방송 일과 사람을 좋아했던 한 노동자에 관한 이야기이며, 그를 기억하는 사람들의 애틋한 마음을 담은 고백이기도 하다."
하루 1.5끼 간헐적 단식 다이어트 식사법 - 23kg 감량 후 7년째 유지하는 레미레미의 비결 레시피,다이어트 요리,"레미레미의 하루 1.5끼 간헐적 단식의 식단 포인트는 칼로리 충분하게 섭취하기, 영양적인 가치가 높고 포만감이 큰 자연식품으로 요리하기, 정제 탄수화물과 가공식품 섭취는 최대한 줄이기, 내 입맛에 맞게 소금으로 간하기, 소스 육수 향신료 등을 활용해 더 맛있고 다양하게 요리하기다."
언제 행복할 것인가 - 삶의 의미를 찾기 위한 10가지 질문,철학 일반,"행복한 삶을 위한 스토아 철학 수업. 철학 박사, 전직 언론인, 작가로서 대중과 철학 이야기를 소통해온 저자가 현대인에게 꼭 필요한 삶의 기술을 스토아 철학으로 풀어냈다."
각자도사 사회,사회문제,"의료인류학자 송병기가 터부와 혐오를 넘어 우리의 일상과 공동체를 ‘죽음’이라는 렌즈로 들여다본다. 노화·돌봄·죽음을 연구하는 의료인류학자로 생애 말기 현장 연구를 해온 저자는 《각자도사 사회》에서 집, 노인 돌봄, 호스피스, 콧줄, 말기 의료결정에 이르기까지 생애 말기와 죽음의 경로를 추적한다."
[세트] 혼공쌤의 초등만화영문법 : 상.하 세트 - 전2권,어린이 영어,주인공인 혼공쌤과 그의 자녀 세찬이와 은별이가 일상생활에서 벌이는 에피소드를 바탕으로 영문법을 배워나가는 내용을 담고 있다. 그저 혼공쌤과 아이들의 유쾌한 대화를 읽기만 해도 초등학생들이 알아야 할 기초 영문법 내용들이 머릿속에 쏙쏙 들어가게 될 것이다.
